Product,Sale Date,Quantity Sold,Sale Price (USD),Total Sale (USD)
Tablet,2022-01-25,3,323.36,970.07
Smartphone,2022-09-29,7,448.54,3139.76
Monitor,2023-09-01,20,260.22,5204.33
Mouse,2022-07-13,1,11.34,11.34
Smartphone,2022-07-22,15,387.06,5805.96
Camera,2022-05-24,1,729.13,729.13
Smartwatch,2024-01-14,13,318.29,4137.8
Laptop,2022-09-15,4,1349.83,5399.34
Monitor,2023-02-23,12,405.6,4867.16
Smartphone,2023-06-01,16,859.67,13754.7
Smartwatch,2023-02-24,6,172.1,1032.59
Tablet,2022-04-24,10,529.57,5295.75
Laptop,2022-08-27,4,1249.1,4996.38
Smartwatch,2022-10-11,15,182.13,2731.93
Laptop,2022-02-23,18,1149.52,20691.44
Camera,2023-02-09,3,379.48,1138.45
Mouse,2022-10-25,20,90.01,1800.21
Keyboard,2022-02-22,10,130.79,1307.95
Camera,2022-06-20,1,715.45,715.45
Tablet,2023-07-16,4,379.96,1519.83
Camera,2022-09-28,17,804.84,13682.26
Smartphone,2023-07-06,1,709.95,709.95
Printer,2022-08-06,16,378.75,6060.05
Laptop,2023-01-16,5,714.47,3572.34
Tablet,2023-11-16,5,323.78,1618.89
Laptop,2022-02-12,1,1293.88,1293.88
Camera,2022-04-26,20,952.72,19054.44
Mouse,2023-02-11,6,20.27,121.6
Printer,2023-06-17,6,305.8,1834.79
Monitor,2022-07-18,16,132.95,2127.19
Keyboard,2022-08-07,14,73.52,1029.23
Headphones,2022-01-20,5,133.06,665.29
Headphones,2022-01-06,8,90.76,726.07
Tablet,2022-12-16,8,666.54,5332.31
Camera,2023-08-04,15,538.84,8082.6
Monitor,2023-08-24,8,325.34,2602.74
Mouse,2023-12-12,2,90.98,181.96
Tablet,2023-09-26,7,268.28,1877.93
Smartwatch,2023-05-17,12,172.54,2070.52
Camera,2022-05-05,11,587.79,6465.64
Headphones,2023-05-30,8,93.47,747.73
Headphones,2023-06-01,2,290.98,581.96
Smartphone,2023-06-03,1,436.62,436.62
Smartwatch,2023-10-06,6,293.68,1762.11
Tablet,2023-01-06,2,749.77,1499.53
Laptop,2022-07-27,13,727.08,9452.08
Monitor,2022-05-15,2,273.13,546.26
Smartphone,2023-03-07,12,522.03,6264.34
Mouse,2023-10-25,10,70.44,704.39
Headphones,2023-08-05,11,138.32,1521.51
Printer,2022-03-25,15,224.17,3362.53
Tablet,2023-05-19,8,202.84,1622.75
Camera,2023-05-07,16,255.49,4087.84
Keyboard,2022-03-01,13,172.25,2239.31
Printer,2022-10-11,14,181.71,2543.96
Laptop,2022-12-05,7,1279.74,8958.16
Laptop,2023-12-15,11,543.03,5973.38
Smartwatch,2022-11-09,11,308.23,3390.58
Monitor,2022-03-22,1,159.71,159.71
Keyboard,2022-10-15,7,40.2,281.42
Headphones,2024-01-01,1,161.62,161.62
Mouse,2024-01-19,13,60.13,781.71
Printer,2023-02-28,15,104.37,1565.48
Smartwatch,2022-09-01,20,225.87,4517.47
Smartphone,2022-01-31,1,799.18,799.18
Headphones,2022-01-13,9,74.58,671.19
Headphones,2022-08-19,5,85.25,426.25
Smartphone,2023-05-09,5,661.64,3308.21
Tablet,2023-07-08,5,788.17,3940.86
Camera,2023-08-22,1,1408.79,1408.79
Smartwatch,2023-12-10,11,340.46,3745.03
Camera,2023-04-26,1,1294.19,1294.19
Tablet,2023-06-26,18,246.47,4436.44
Mouse,2023-03-16,12,65.06,780.68
Camera,2022-08-05,8,1217.99,9743.91
Smartphone,2022-06-01,2,801.53,1603.06
Laptop,2023-09-18,2,1480.1,2960.2
Printer,2023-09-19,12,176.42,2117.06
Printer,2023-03-19,8,201.77,1614.16
Laptop,2022-01-21,11,802.09,8822.98
Keyboard,2023-03-17,12,170.99,2051.89
Monitor,2022-11-14,11,303.69,3340.59
Laptop,2022-03-22,5,707.63,3538.15
Headphones,2023-08-06,20,63.53,1270.59
Laptop,2023-12-27,20,1113.11,22262.13
Camera,2022-03-31,15,829.28,12439.13
Tablet,2023-03-26,8,562.37,4498.96
Tablet,2022-09-19,19,588.31,11177.8
Mouse,2023-02-04,2,56.72,113.45
Tablet,2022-11-01,8,469.85,3758.77
Keyboard,2022-08-31,9,80.2,721.83
Laptop,2023-04-21,20,1130.05,22600.92
Camera,2022-05-11,14,582.64,8157.02
Laptop,2023-10-13,5,819.8,4099.01
Keyboard,2023-03-18,1,154.12,154.12
Laptop,2022-08-26,12,1084.35,13012.24
Printer,2023-03-06,11,368.01,4048.14
Smartwatch,2023-05-31,2,266.53,533.06
Headphones,2022-05-20,13,189.68,2465.88
Smartwatch,2023-01-26,12,269.42,3232.98
Camera,2023-04-16,17,1467.49,24947.25
Tablet,2022-03-31,17,616.47,10480.06
Camera,2023-08-03,18,979.4,17629.27
Smartwatch,2023-04-27,11,144.17,1585.83
Mouse,2023-10-30,4,90.07,360.28
Smartwatch,2023-01-25,2,175.1,350.21
Monitor,2023-03-16,14,278.07,3892.93
Smartwatch,2022-07-14,12,179.41,2152.92
Laptop,2022-02-16,2,801.81,1603.63
Laptop,2022-05-20,9,1180.64,10625.8
Printer,2022-12-02,8,136.67,1093.35
Keyboard,2023-07-25,19,168.21,3196.01
Headphones,2023-12-29,8,239.55,1916.39
Keyboard,2023-05-03,20,105.19,2103.78
Keyboard,2023-10-20,19,167.96,3191.2
Tablet,2023-11-11,7,214.18,1499.23
Mouse,2022-06-08,20,83.4,1667.95
Camera,2024-01-19,9,819.43,7374.83
Laptop,2022-01-02,19,1061.62,20170.71
Laptop,2023-03-01,14,1451.23,20317.16
Printer,2023-08-17,5,177.7,888.49
Smartphone,2022-08-23,11,416.55,4582.09
Printer,2022-11-26,18,381.49,6866.84
Tablet,2022-09-09,7,635.8,4450.58
Camera,2022-08-27,1,1496.98,1496.98
Headphones,2022-05-06,17,67.94,1154.91
Camera,2022-02-05,4,498.52,1994.06
Smartwatch,2023-02-15,14,344.1,4817.46
Smartphone,2023-07-23,8,389.87,3118.98
Keyboard,2023-12-30,9,161.34,1452.06
Mouse,2024-01-16,16,70.95,1135.12
Keyboard,2023-03-14,12,41.04,492.44
Tablet,2022-07-12,20,676.57,13531.48
Monitor,2023-10-08,12,239.69,2876.27
Smartwatch,2022-07-13,15,317.26,4758.84
Keyboard,2022-02-10,3,55.03,165.09
Smartphone,2022-06-14,7,593.13,4151.93
Keyboard,2023-02-05,20,143.24,2864.8
Mouse,2022-09-26,8,56.21,449.68
Printer,2022-12-26,2,229.64,459.28
Tablet,2022-11-22,18,239.84,4317.18
Keyboard,2022-08-30,8,98.18,785.46
Tablet,2023-06-16,1,386.22,386.22
Smartphone,2023-02-27,15,821.4,12321.01
Printer,2023-11-03,7,277.32,1941.24
Monitor,2022-07-29,9,266.35,2397.17
Mouse,2022-11-25,18,75.43,1357.71
Smartphone,2022-05-02,10,655.49,6554.89
Headphones,2023-06-27,3,205.79,617.36
Keyboard,2024-01-07,20,149.06,2981.26
Smartwatch,2022-11-02,9,280.22,2521.95
Printer,2022-02-12,18,341.14,6140.48
Smartwatch,2023-06-10,4,149.45,597.78
Headphones,2023-05-27,8,232.15,1857.23
Monitor,2022-12-08,14,369.05,5166.71
Headphones,2022-08-17,18,123.46,2222.21
Mouse,2023-07-07,19,64.68,1228.86
Camera,2022-05-26,13,928.77,12074.07
Smartwatch,2022-10-27,2,213.2,426.4
Printer,2023-08-14,12,68.05,816.62
Mouse,2022-03-09,6,27.21,163.25
Headphones,2022-09-02,6,98.55,591.29
Tablet,2023-05-17,8,373.36,2986.85
Printer,2023-10-28,5,233.87,1169.34
Keyboard,2023-12-29,2,164.69,329.38
Printer,2022-06-23,7,117.95,825.64
Laptop,2022-01-03,6,1285.38,7712.29
Smartwatch,2022-10-07,17,165.05,2805.82
Keyboard,2023-12-08,10,198.77,1987.7
Monitor,2022-07-04,19,239.58,4551.96
Headphones,2023-01-04,10,213.23,2132.28
Keyboard,2023-11-26,2,122.28,244.56
Camera,2022-05-10,12,1354.66,16255.86
Mouse,2024-01-16,10,98.8,988.04
Tablet,2022-12-22,8,463.14,3705.1
Printer,2022-10-14,10,396.11,3961.13
Monitor,2023-05-11,7,208.33,1458.3
Tablet,2023-10-30,1,769.19,769.19
Smartwatch,2022-02-26,6,220.56,1323.34
Keyboard,2023-05-07,12,162.1,1945.17
Tablet,2024-01-21,14,661.22,9257.02
Headphones,2022-05-07,14,261.6,3662.34
Keyboard,2023-02-08,12,147.91,1774.98
Mouse,2023-03-11,17,28.63,486.76
Tablet,2022-08-15,17,299.06,5083.96
Smartphone,2023-04-21,12,808.66,9703.97
Monitor,2022-09-13,14,146.4,2049.6
Monitor,2023-05-10,13,139.44,1812.7
Headphones,2023-07-16,5,162.4,811.99
Monitor,2023-05-18,3,101.33,303.98
Mouse,2022-07-16,8,77.12,616.92
Headphones,2023-04-17,20,137.3,2746.04
Keyboard,2023-11-29,20,97.86,1957.28
Tablet,2022-02-01,11,608.99,6698.93
Camera,2023-08-09,18,563.0,10133.98
Monitor,2022-09-01,4,115.64,462.58
Laptop,2023-11-29,19,720.16,13683.12
Mouse,2023-03-05,2,43.77,87.54
Smartwatch,2022-12-18,2,277.98,555.97
Tablet,2023-07-19,1,213.14,213.14
Mouse,2023-01-04,13,54.85,713.04
Keyboard,2023-04-05,16,189.96,3039.33
Laptop,2022-04-05,6,883.81,5302.85
Camera,2023-04-09,5,1491.53,7457.65
Smartwatch,2023-09-08,2,307.7,615.4
Monitor,2023-11-19,6,493.6,2961.61
Tablet,2022-06-08,5,261.29,1306.47
Printer,2022-02-20,19,310.6,5901.39
Printer,2023-02-13,14,234.84,3287.79
Tablet,2023-09-16,12,764.28,9171.36
Smartwatch,2022-05-18,12,325.37,3904.39
Mouse,2022-11-03,8,20.01,160.05
Smartwatch,2022-07-09,13,248.97,3236.66
Monitor,2023-03-25,8,222.63,1781.0
Camera,2023-08-17,11,1167.75,12845.24
Headphones,2023-06-20,9,229.86,2068.76
Smartphone,2022-08-22,18,830.55,14949.85
Printer,2023-04-10,12,368.4,4420.79
Camera,2022-05-10,7,1233.86,8637.04
Smartphone,2022-09-26,13,476.15,6189.94
Mouse,2023-10-18,19,98.81,1877.46
Keyboard,2023-07-13,16,98.95,1583.13
Headphones,2023-01-05,8,126.14,1009.15
Smartwatch,2023-09-30,16,227.27,3636.34
Tablet,2024-02-11,5,335.39,1676.94
Camera,2023-02-08,3,1312.05,3936.15
Keyboard,2022-04-10,10,107.91,1079.08
Mouse,2023-04-07,7,75.77,530.36
Keyboard,2022-04-05,4,103.33,413.32
Laptop,2023-11-13,4,1014.63,4058.52
Mouse,2023-06-20,17,36.55,621.35
Monitor,2023-11-02,9,237.57,2138.17
Monitor,2023-07-10,8,196.22,1569.76
Keyboard,2023-11-17,17,49.53,842.09
Smartphone,2023-09-12,2,429.33,858.67
Camera,2023-01-28,6,787.43,4724.61
Tablet,2023-11-20,10,332.92,3329.23
Camera,2023-10-26,20,645.95,12919.01
Smartphone,2022-10-04,10,882.14,8821.39
Smartphone,2023-12-10,12,905.03,10860.31
Smartphone,2023-10-13,19,722.6,13729.38
Smartphone,2023-04-08,7,333.79,2336.53
Tablet,2023-03-01,20,701.69,14033.89
Monitor,2023-01-21,12,249.04,2988.43
Smartwatch,2023-10-22,1,253.85,253.85
Tablet,2022-09-29,13,506.25,6581.2
Monitor,2023-01-10,19,260.0,4940.0
Keyboard,2022-09-27,5,169.47,847.34
Keyboard,2022-11-28,5,172.77,863.87
Smartwatch,2022-11-20,16,323.45,5175.23
Printer,2023-10-15,19,74.68,1418.96
Smartwatch,2023-07-12,19,252.28,4793.32
Camera,2022-03-13,10,1257.39,12573.95
Monitor,2023-09-06,15,298.52,4477.85
Mouse,2022-01-10,7,52.59,368.11
Printer,2023-11-23,2,174.64,349.28
Monitor,2022-03-10,4,182.66,730.64
Printer,2023-03-21,8,387.55,3100.39
Printer,2022-10-03,13,206.29,2681.83
Camera,2022-04-13,20,440.91,8818.21
Camera,2023-11-09,18,486.84,8763.21
Headphones,2022-01-27,14,216.31,3028.27
Printer,2023-11-07,20,248.87,4977.32
Camera,2022-04-20,4,758.98,3035.94
Printer,2022-01-21,9,377.14,3394.27
Monitor,2022-10-17,10,135.47,1354.68
Smartwatch,2023-07-11,18,150.9,2716.25
Headphones,2022-10-21,3,195.95,587.86
Smartphone,2023-08-18,5,900.18,4500.89
Keyboard,2023-08-08,16,99.89,1598.31
Laptop,2023-07-23,12,531.56,6378.7
Laptop,2022-01-15,10,1393.22,13932.22
Tablet,2024-01-24,9,771.31,6941.81
Mouse,2023-01-31,18,77.83,1400.87
Monitor,2023-09-17,5,414.88,2074.42
Smartphone,2024-01-01,9,839.09,7551.85
Camera,2023-06-18,11,335.02,3685.22
Mouse,2022-09-01,15,82.59,1238.91
Headphones,2022-02-01,13,209.02,2717.26
Keyboard,2023-09-02,14,165.98,2323.71
Printer,2023-05-08,15,303.31,4549.64
Headphones,2022-02-11,5,109.85,549.27
Monitor,2023-01-02,12,355.53,4266.4
Keyboard,2023-10-13,5,51.51,257.55
Laptop,2023-09-21,3,1386.62,4159.87
Smartphone,2023-09-13,6,626.33,3758.0
Printer,2023-03-15,19,176.99,3362.72
Laptop,2022-04-30,15,807.76,12116.34
Mouse,2023-11-26,11,45.44,499.83
Mouse,2023-10-20,5,74.02,370.11
Laptop,2023-06-27,9,1106.24,9956.13
Tablet,2023-02-16,8,445.45,3563.58
Printer,2023-11-30,10,80.73,807.3
Headphones,2022-06-25,8,64.96,519.66
Headphones,2023-07-21,16,254.2,4067.15
Headphones,2023-01-11,13,184.55,2399.2
Tablet,2022-12-03,3,539.35,1618.06
Smartwatch,2022-01-31,17,332.55,5653.39
Mouse,2023-12-30,5,93.05,465.27
Headphones,2022-09-10,16,232.28,3716.53
Printer,2023-03-05,8,116.8,934.4
Keyboard,2023-01-10,8,180.06,1440.5
Monitor,2022-07-11,7,372.39,2606.7
Smartwatch,2022-02-19,17,245.19,4168.31
Tablet,2023-01-30,7,246.79,1727.5
Printer,2023-11-10,20,121.89,2437.72
Mouse,2023-06-14,17,24.54,417.17
Tablet,2022-08-12,13,656.42,8533.42
Laptop,2023-06-24,1,577.5,577.5
Smartphone,2023-09-25,16,610.76,9772.14
Smartwatch,2023-01-22,3,150.31,450.94
Laptop,2022-04-12,9,718.12,6463.1
Headphones,2024-01-08,6,104.87,629.21
Laptop,2023-07-23,11,1258.05,13838.59
Headphones,2023-10-29,19,245.53,4664.98
Keyboard,2022-07-10,3,181.84,545.52
Tablet,2022-01-01,6,554.52,3327.13
Headphones,2023-05-17,15,96.56,1448.34
Mouse,2023-07-14,3,31.79,95.37
Smartwatch,2022-06-24,4,142.66,570.65
Smartphone,2023-08-19,16,728.11,11649.71
Printer,2023-01-04,1,113.63,113.63
Laptop,2024-01-17,19,834.89,15862.9
Camera,2023-05-04,7,283.04,1981.31
Mouse,2023-05-15,11,56.17,617.89
Laptop,2023-05-10,4,1048.62,4194.48
Headphones,2022-12-14,4,89.26,357.02
Mouse,2022-08-25,15,92.24,1383.55
Mouse,2022-09-05,19,91.75,1743.22
Headphones,2023-10-03,14,177.83,2489.68
Smartphone,2022-01-28,4,560.83,2243.32
Smartwatch,2023-08-27,18,239.37,4308.6
Smartwatch,2022-05-17,9,110.96,998.61
Laptop,2023-06-23,20,1257.32,25146.5
Smartphone,2022-02-26,12,705.24,8462.84
Headphones,2022-05-18,20,291.46,5829.14
Smartwatch,2022-06-28,4,333.45,1333.79
Camera,2023-07-31,14,1384.85,19387.87
Smartphone,2022-09-10,11,398.05,4378.52
Smartphone,2022-10-08,16,743.56,11897.04
Laptop,2022-03-29,9,1048.99,9440.88
Laptop,2023-12-13,6,1015.09,6090.54
Tablet,2023-08-20,10,753.74,7537.43
Headphones,2023-08-04,3,96.14,288.43
Smartwatch,2023-03-29,10,330.86,3308.58
Tablet,2022-03-20,6,320.88,1925.27
Tablet,2022-02-06,11,496.95,5466.46
Printer,2022-04-13,7,260.29,1822.04
Keyboard,2022-09-22,2,190.3,380.6
Smartphone,2022-12-01,11,648.87,7137.55
Smartphone,2022-09-10,2,727.13,1454.26
Keyboard,2022-06-02,11,131.7,1448.71
Headphones,2022-02-10,14,222.7,3117.74
Tablet,2022-05-30,19,344.77,6550.56
Mouse,2022-09-01,7,90.93,636.54
Smartphone,2022-08-25,6,922.89,5537.35
Smartwatch,2022-04-13,8,130.93,1047.47
Keyboard,2023-04-03,6,184.97,1109.82
Camera,2023-08-08,9,791.24,7121.19
Keyboard,2022-09-12,8,34.31,274.48
Tablet,2022-04-07,17,380.71,6472.05
Monitor,2023-06-28,3,326.86,980.59
Mouse,2022-12-31,15,74.92,1123.83
Headphones,2022-01-16,10,188.74,1887.42
Laptop,2022-03-01,12,1048.57,12582.82
Tablet,2022-05-31,15,363.2,5447.96
Headphones,2023-05-12,2,268.01,536.02
Printer,2022-01-23,6,383.28,2299.67
Mouse,2023-04-28,2,55.79,111.58
Headphones,2023-12-03,16,75.53,1208.51
Keyboard,2023-07-08,8,191.96,1535.66
Tablet,2022-06-04,4,733.43,2933.73
Monitor,2022-03-31,17,491.58,8356.79
Headphones,2022-10-18,15,211.01,3165.11
Monitor,2023-01-29,15,471.36,7070.35
Laptop,2022-02-08,10,702.15,7021.51
Monitor,2023-12-24,2,365.58,731.16
Laptop,2022-07-12,15,978.12,14671.86
Mouse,2022-02-07,19,20.16,383.12
Printer,2022-09-30,1,129.33,129.33
Smartwatch,2024-01-18,15,262.67,3940.08
Laptop,2023-11-08,19,1483.09,28178.78
Keyboard,2022-02-18,14,101.26,1417.58
Mouse,2022-06-21,12,77.33,927.93
Smartwatch,2022-10-30,9,162.52,1462.65
Headphones,2022-12-11,18,274.34,4938.15
Laptop,2023-03-19,15,1056.7,15850.5
Laptop,2022-01-21,19,886.28,16839.33
Smartwatch,2022-04-08,9,100.59,905.27
Smartwatch,2023-08-02,6,250.84,1505.03
Keyboard,2023-09-29,4,47.0,187.98
Laptop,2022-11-17,10,822.17,8221.75
Laptop,2022-11-13,20,1177.4,23548.02
Laptop,2022-01-04,18,877.64,15797.57
Smartwatch,2024-02-13,3,240.59,721.76
Smartwatch,2022-03-22,10,243.91,2439.12
Camera,2023-02-23,7,1080.32,7562.26
Mouse,2023-04-04,11,76.45,840.98
Mouse,2023-11-01,17,88.59,1506.04
Printer,2022-04-22,15,93.52,1402.79
Headphones,2022-05-24,5,78.32,391.62
Laptop,2022-04-29,5,1385.98,6929.92
Tablet,2022-03-08,5,300.92,1504.59
Camera,2022-06-30,1,794.41,794.41
Laptop,2022-09-15,5,1251.94,6259.69
Laptop,2022-08-31,12,512.1,6145.22
Monitor,2022-07-16,11,276.59,3042.48
Smartwatch,2022-10-24,2,320.43,640.87
Monitor,2023-11-10,10,145.49,1454.87
Tablet,2024-02-13,16,408.83,6541.25
Monitor,2023-08-08,11,463.1,5094.09
Tablet,2023-01-21,12,410.59,4927.1
Monitor,2023-10-08,14,122.56,1715.8
Monitor,2022-08-08,4,369.62,1478.47
Monitor,2022-08-07,11,368.34,4051.75
Tablet,2022-01-06,5,436.25,2181.24
Camera,2022-05-31,15,370.82,5562.28
Camera,2022-11-27,18,1329.19,23925.46
Headphones,2023-02-24,9,117.87,1060.79
Laptop,2022-03-02,13,1263.25,16422.22
Tablet,2022-09-22,14,313.72,4392.12
Smartwatch,2023-11-17,4,146.29,585.16
Camera,2022-09-12,17,1104.26,18772.46
Smartwatch,2022-08-14,3,174.73,524.18
Smartphone,2023-01-02,19,459.71,8734.56
Mouse,2023-10-16,18,34.33,618.01
Mouse,2023-07-08,19,89.15,1693.82
Headphones,2023-07-28,7,268.91,1882.38
Tablet,2023-08-11,7,381.27,2668.92
Monitor,2022-11-16,11,188.47,2073.21
Headphones,2024-02-05,1,249.81,249.81
Laptop,2022-03-20,5,668.83,3344.15
Tablet,2023-04-06,9,348.05,3132.41
Monitor,2023-05-28,8,234.35,1874.82
Smartwatch,2022-05-31,20,315.74,6314.75
Laptop,2023-04-01,20,1382.61,27652.18
Printer,2023-05-18,18,228.91,4120.32
Smartphone,2023-04-10,4,352.16,1408.62
Laptop,2022-02-20,11,1139.06,12529.66
Laptop,2023-04-29,11,630.99,6940.92
Tablet,2024-01-21,9,662.5,5962.48
Laptop,2022-07-06,2,1273.68,2547.36
Camera,2023-02-06,5,395.89,1979.44
Camera,2022-09-10,14,1319.18,18468.48
Mouse,2022-12-11,11,97.33,1070.68
Monitor,2022-05-23,18,103.59,1864.6
Laptop,2022-04-01,15,992.49,14887.31
Smartwatch,2023-12-06,1,309.97,309.97
Tablet,2023-07-04,8,385.23,3081.81
Tablet,2023-11-14,8,257.14,2057.14
Mouse,2024-01-29,17,53.41,908.03
Monitor,2022-08-05,14,379.05,5306.72
Mouse,2022-08-02,19,63.89,1213.9
Mouse,2022-05-06,1,13.53,13.53
Laptop,2022-03-14,10,1069.37,10693.73
Tablet,2023-06-04,6,312.08,1872.49
Tablet,2023-08-23,12,734.47,8813.65
Printer,2024-02-09,4,76.9,307.6
Laptop,2022-06-23,6,888.36,5330.14
Keyboard,2022-01-11,2,39.15,78.3
Headphones,2022-03-05,7,193.93,1357.54
Tablet,2023-07-30,13,426.09,5539.22
Laptop,2022-12-23,20,622.6,12451.94
Printer,2023-07-10,14,137.97,1931.61
Smartwatch,2023-10-20,11,316.65,3483.18
Printer,2022-04-13,4,320.03,1280.11
Printer,2023-09-06,15,164.41,2466.08
Laptop,2022-01-12,2,1048.95,2097.89
Monitor,2023-03-29,7,212.78,1489.44
Tablet,2023-07-12,14,488.49,6838.83
Keyboard,2023-04-03,11,155.25,1707.7
Mouse,2023-05-07,2,64.13,128.25
Headphones,2023-06-20,9,164.87,1483.8
Keyboard,2022-11-07,7,100.21,701.49
Monitor,2022-02-19,11,122.6,1348.64
Monitor,2023-07-26,11,395.54,4350.89
Keyboard,2023-05-20,15,90.45,1356.68
Printer,2023-12-24,1,299.48,299.48
Keyboard,2022-06-04,5,127.11,635.53
Keyboard,2023-11-30,15,136.61,2049.1
Printer,2023-10-20,5,395.44,1977.22
Smartphone,2023-10-05,6,829.08,4974.47
Smartwatch,2022-09-04,5,138.93,694.65
Smartphone,2022-01-09,9,754.53,6790.79
Tablet,2023-01-23,5,208.55,1042.73
Printer,2022-01-14,11,233.47,2568.22
Printer,2022-05-17,14,110.56,1547.85
Laptop,2022-12-11,12,1162.26,13947.14
Smartwatch,2022-05-06,20,122.29,2445.9
Monitor,2022-01-19,17,162.43,2761.38
Printer,2022-12-29,20,274.22,5484.32
Laptop,2024-01-23,18,1111.65,20009.68
Printer,2023-11-01,10,153.74,1537.37
Headphones,2023-06-16,2,203.18,406.37
Camera,2023-10-16,5,1393.54,6967.69
Printer,2022-06-28,3,220.63,661.88
Printer,2023-04-18,11,78.61,864.74
Camera,2023-04-25,8,443.22,3545.73
Keyboard,2022-06-27,17,41.97,713.41
Monitor,2022-01-21,20,201.29,4025.74
Mouse,2022-07-17,8,82.84,662.75
Headphones,2022-08-08,15,105.46,1581.94
Keyboard,2023-05-05,11,32.46,357.08
Laptop,2022-12-25,9,1467.08,13203.68
Smartphone,2023-02-19,6,730.37,4382.25
Headphones,2023-02-12,20,211.27,4225.48
Printer,2022-11-10,14,71.19,996.63
Headphones,2023-11-07,4,148.6,594.39
Printer,2023-11-12,4,161.22,644.87
Monitor,2022-11-18,18,133.0,2393.96
Smartphone,2022-01-28,1,720.8,720.8
Camera,2023-10-31,2,458.48,916.95
Printer,2023-07-02,20,360.06,7201.27
Smartphone,2023-01-14,14,582.87,8160.16
Camera,2022-03-26,8,1310.51,10484.09
Keyboard,2022-11-24,19,110.45,2098.48
Mouse,2023-06-21,9,14.38,129.41
Tablet,2023-01-09,12,460.11,5521.27
Mouse,2022-05-11,9,86.71,780.43
Monitor,2022-05-29,1,203.08,203.08
Smartphone,2022-11-05,5,658.25,3291.24
Monitor,2022-05-15,14,135.54,1897.49
Smartwatch,2022-07-28,16,248.36,3973.7
Smartwatch,2023-11-07,2,155.11,310.23
Headphones,2024-01-16,4,173.52,694.06
Printer,2022-06-29,10,309.52,3095.18
Tablet,2022-07-08,10,300.64,3006.38
Mouse,2022-06-29,10,26.38,263.8
Mouse,2023-02-01,17,69.06,1174.09
Keyboard,2022-05-18,1,179.25,179.25
Monitor,2023-03-02,15,129.76,1946.35
Headphones,2022-05-21,18,53.86,969.54
Mouse,2023-04-05,3,32.88,98.64
Laptop,2022-12-02,1,1158.47,1158.47
Smartwatch,2023-03-09,17,155.92,2650.69
Headphones,2023-07-02,17,168.58,2865.9
Tablet,2022-11-21,11,606.47,6671.12
Mouse,2022-01-01,2,58.26,116.52
Printer,2022-01-10,1,114.84,114.84
Smartwatch,2023-03-25,11,286.01,3146.11
Smartphone,2022-06-10,9,302.58,2723.24
Laptop,2023-08-05,7,1378.45,9649.15
Keyboard,2023-10-13,17,66.22,1125.8
Smartphone,2022-10-25,16,702.94,11247.03
Tablet,2022-02-17,8,675.3,5402.39
Laptop,2023-03-29,4,991.25,3965.01
Printer,2022-08-01,14,181.27,2537.76
Headphones,2022-02-07,14,170.12,2381.7
Laptop,2022-06-02,16,1492.62,23881.96
Headphones,2023-10-31,9,58.62,527.59
Mouse,2022-10-14,5,83.29,416.45
Headphones,2023-11-01,18,100.15,1802.7
Keyboard,2023-11-19,11,36.43,400.72
Smartphone,2022-02-19,18,368.64,6635.49
Smartphone,2022-05-06,17,326.17,5544.83
Smartphone,2022-06-18,7,601.71,4211.99
Camera,2023-09-12,3,634.49,1903.48
Keyboard,2023-08-08,5,133.08,665.4
Tablet,2023-07-24,17,363.59,6180.95
Smartwatch,2022-06-03,3,191.56,574.67
Smartwatch,2022-05-27,11,104.59,1150.46
Laptop,2022-09-03,3,1442.35,4327.04
Tablet,2022-08-29,1,411.78,411.78
Camera,2022-06-24,3,939.67,2819.02
Laptop,2023-08-23,10,607.03,6070.34
Printer,2023-04-06,10,162.73,1627.29
Monitor,2023-08-19,17,186.98,3178.73
Keyboard,2022-12-25,5,123.94,619.7
Headphones,2023-05-27,4,171.96,687.84
Smartphone,2023-12-01,15,915.92,13738.79
Smartwatch,2022-12-29,19,345.83,6570.79
Smartwatch,2023-09-16,11,291.38,3205.19
Mouse,2023-02-21,12,96.84,1162.1
Keyboard,2022-09-19,9,75.88,682.91
Mouse,2023-01-09,12,18.15,217.79
Keyboard,2023-10-03,13,52.29,679.72
Tablet,2022-05-26,5,402.74,2013.69
Keyboard,2022-05-23,18,97.75,1759.58
Tablet,2023-08-18,20,301.34,6026.79
Smartphone,2022-12-22,18,632.33,11381.95
Smartwatch,2023-08-13,15,170.24,2553.62
Keyboard,2024-02-02,16,76.58,1225.28
Smartwatch,2022-01-05,5,330.06,1650.32
Smartwatch,2023-01-03,4,282.11,1128.43
Laptop,2022-12-14,16,1408.63,22538.1
Headphones,2023-07-09,19,275.58,5236.03
Headphones,2022-07-28,8,117.49,939.9
Printer,2022-08-24,2,66.23,132.47
Monitor,2023-06-17,12,258.53,3102.34
Smartwatch,2022-12-06,18,118.69,2136.4
Headphones,2022-12-12,7,89.03,623.18
Printer,2022-12-13,6,191.29,1147.73
Tablet,2023-03-12,1,583.52,583.52
Tablet,2023-07-16,10,514.29,5142.95
Smartwatch,2023-03-06,20,240.52,4810.33
Monitor,2023-05-10,8,226.44,1811.5
Keyboard,2022-06-17,12,164.87,1978.4
Monitor,2023-08-19,7,134.6,942.19
Keyboard,2023-03-16,19,101.49,1928.26
Camera,2022-12-06,13,1376.52,17894.7
Keyboard,2022-02-01,6,104.92,629.49
Smartwatch,2023-04-04,4,102.06,408.24
Printer,2023-08-07,12,120.1,1441.26
Tablet,2022-08-08,15,769.39,11540.85
Mouse,2023-04-09,17,75.98,1291.74
